id,genre,song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4MKaxi98lIsY4aIDN2AW3G,trance,,0.418,0.795,2,-12.145,1,0.0644,0.000247,0.678,0.599,0.0782,136.976,210250
6orJdkgsOxHZVK49wiL0j5,trance,,0.521,0.827,9,-11.806,0,0.082,0.000974,0.00963,0.391,0.0703,131.996,303637
4Za6DNo0Bxpvy6TTwVf3YZ,trance,,0.631,0.691,8,-6.88,0,0.0402,0.00694,0.114,0.0821,0.308,127.986,368191
0YPxMqMVkhQzjpPeA29vHq,trance,,0.467,0.929,1,-6.893,1,0.0474,0.000256,0.89,0.172,0.193,136.996,267972
4kF5k6sxrc0OBMst5LpAhy,trance,,0.494,0.849,3,-6.048,1,0.0508,0.0122,0.456,0.969,0.0398,131.985,194136
4Olq4hetCjhLNyBPC1icDf,trance,,0.419,0.668,7,-11.657,0,0.0442,6.53E-05,0.919,0.237,0.0585,129.489,89000
7E4FeIlD8YLIahMXD42xfg,trance,,0.563,0.871,6,-5.336,0,0.0925,0.0329,0.000127,0.963,0.413,128.075,234338
1CW707iqbhwprWTAKO9Kzm,trance,,0.621,0.95,1,-5.912,1,0.0628,0.000623,0.786,0.785,0.0913,132.018,187363
0cHdUIxsClOZstMVwOq8OP,trance,,0.29,0.751,11,-8.069,0,0.0512,0.0867,0.000278,0.458,0.176,137.89,201304
1rhKmYS6plpsu474o58cSD,trance,,0.527,0.892,11,-4.56,1,0.0618,0.00104,0.77,0.0838,0.107,130.963,211673
4aFhlbVuySIvrNMq1WNJsW,trance,,0.64,0.809,11,-4.666,0,0.116,0.0622,0.00122,0.207,0.269,131.969,210909
7fjNcpIK4xNPusYNCmT57B,trance,,0.435,0.982,7,-7.08,1,0.049,1.69E-05,0.862,0.0304,0.211,136.742,364547
5bjOjemHJPWoeqa6VEO1i4,trance,,0.597,0.739,7,-10.566,1,0.0862,0.000239,0.884,0.228,0.359,135.048,384173
2A2qOLy66G3LykOAmEtFmb,trance,,0.627,0.874,1,-3.978,0,0.0857,0.00219,0.123,0.284,0.387,126.658,318173
3nO58Baxaq2kD3IJ6YY90Q,trance,,0.495,0.97,1,-6.302,1,0.0579,0.000141,0.467,0.0616,0.0943,138.019,368804
0kqStrcLtD6nUsrOakgoHO,trance,,0.123,0.994,5,-5.93,0,0.111,0.00087,0.945,0.177,0.121,137.953,198261
0H6PuO66EKH5mYybo08eEs,trance,,0.447,0.975,1,-4.189,0,0.0481,0.0536,0.0895,0.374,0.287,128,206250
67ac7IlPloHbCLxb85h7Yc,trance,,0.399,0.994,9,-7.744,1,0.119,0.000718,0.876,0.318,0.15,139.95,204077
3WyjYB0AyMWCZmoNQ9qpYV,trance,,0.443,0.996,0,-6.317,0,0.08,0.000255,0.0989,0.224,0.411,139.973,200571
7n3lNGOlW9rcHItxinlEbe,trance,,0.664,0.894,4,-4.497,0,0.155,0.00529,0.12,0.0613,0.374,132.006,462268
5YDrnZr2oMKSem47wrdY6y,trance,,0.484,0.947,6,-7.769,1,0.0478,0.00162,0.79,0.701,0.0832,135.976,179906
7bNbJj9FmFAAy0n1yke1Dt,trance,,0.469,0.814,8,-9.4,1,0.0308,0.00915,0.00769,0.0884,0.0889,135.971,208235
0usC3y1EgGC23wIrNuPk2z,trance,,0.504,0.994,9,-6.192,1,0.0706,0.00126,0.881,0.334,0.0363,137.978,396000
4TbjGgV1EHSpvK5CaEgICK,trance,,0.588,0.706,6,-6.363,1,0.0281,0.00973,8.41E-05,0.0773,0.268,129.85,194597
6eGQvCG1CYbBlRdGVa8DzV,trance,,0.572,0.906,1,-4.946,0,0.0655,4.82E-05,0.27,0.0886,0.35,132,331136
3VWxOrmcMv9LHFFpbTWlkD,trance,,0.494,0.885,0,-7.397,1,0.0429,0.00311,0.872,0.728,0.0324,137.962,417372
6Pjk2dqwdNuTwOTXKLKiZZ,trance,,0.519,0.924,0,-7.231,0,0.0589,0.00148,0.837,0.14,0.377,138.01,351322
66iE9OGZwvpdglC76sMjxs,trance,,0.526,0.98,0,-4.564,1,0.0596,0.00256,0.131,0.616,0.136,139.998,233143
5mzicMRLJ24uiZE0Iv3NVF,trance,,0.584,0.813,0,-5.781,1,0.0288,0.00726,0.0546,0.0828,0.934,135.012,223480
0YqbZevpk3uZ2UidHRFim6,trance,,0.569,0.72,4,-6.112,0,0.0374,0.0122,0.0535,0.549,0.207,129.978,228923
6UAFA6fSWnQjcYoWI0FD6Q,trance,,0.505,0.642,10,-7.675,0,0.0443,6.44E-05,0.924,0.0698,0.44,138.017,453913
29b6Oiw3m69R3akPXrb1yN,trance,,0.49,0.945,11,-9.595,0,0.0341,0.000122,0.882,0.12,0.487,139.175,424773
1cPqjk31hOaKEKmHg96giJ,trance,,0.53,0.93,0,-6.546,1,0.0422,2.49E-05,0.4,0.0409,0.282,138.01,402750
306QLVtr7eIlieXZsI6LDI,trance,,0.494,0.992,2,-6.83,1,0.0851,0.000278,0.94,0.754,0.032,135.055,222222
3Guy4V0S5kBxjfNWtplUIA,trance,,0.436,0.89,5,-7.697,0,0.0371,0.0104,0.535,0.389,0.175,137.997,241739
0Nfcz7iU7Mkw2Hqinqs33E,trance,,0.654,0.78,5,-8.901,0,0.0687,0.000104,0.0527,0.0338,0.352,134.975,507713
59GB0cflqM8he9o2Fa59yr,trance,,0.367,0.876,1,-9.093,1,0.0389,9.62E-05,0.274,0.313,0.152,135.064,171011
5SvGj0NDkZbVRRuep0WwQO,trance,,0.2,0.984,0,-6.865,1,0.0748,0.000281,0.871,0.738,0.247,137.999,359493
4U5DrMdEH5ioXvyTtTVdCX,trance,,0.585,0.896,0,-7.334,1,0.13,0.00985,0.187,0.213,0.151,137.955,240086
7fJfDTKg23qMGF4mUU9m8T,trance,,0.629,0.936,1,-5.174,0,0.0724,0.000434,0.453,0.109,0.277,130.027,322000
0CfK2GOXszW0tEpaz7m29h,trance,,0.471,0.959,1,-5.958,1,0.0698,0.00141,0.215,0.914,0.145,137.987,413918
5dMn4n96dWWQNm1Bw11l14,trance,,0.474,0.718,7,-7.734,1,0.0682,0.0137,9.54E-05,0.422,0.141,127.985,263555
5zlTDwaqmDWRIi5qDZ9KpM,trance,,0.52,0.895,9,-8.746,0,0.0372,1.87E-05,0.868,0.163,0.481,133.558,330707
1u6LOWtdWA2wwa3CryIBsS,trance,,0.59,0.647,6,-5.06,0,0.033,0.00807,4.30E-05,0.0921,0.39,127.979,192307
2puJRo8uTCdER0MUyXGFsb,trance,,0.558,0.827,1,-10.08,1,0.0398,0.000403,0.705,0.267,0.296,135.011,453320
6I1kt2VjjiB5VrP6aLJhek,trance,,0.505,0.799,8,-11.308,1,0.0409,0.000241,0.107,0.275,0.0379,128.917,242016
7FAxWtAkbX17olyy9lAxdO,trance,,0.54,0.972,7,-6.349,1,0.0759,0.000744,0.749,0.384,0.407,139.984,408000
3DRsEsXJT7v9KNC5qjtiCp,trance,,0.631,0.989,6,-6.409,0,0.0898,0.00183,0.697,0.355,0.0657,138,351304
1haT0kJySxISq7y2Gg05tB,trance,,0.435,0.849,6,-10.987,1,0.0345,0.000162,0.918,0.491,0.229,135.718,197639
0VgmFQdEQSq2QWGfBO7FCX,trance,,0.551,0.946,6,-7.727,0,0.217,0.000973,0.554,0.381,0.153,138.008,455670
5EJ2EJvkZo7nbSs0JQflVJ,trance,,0.551,0.915,7,-8.873,1,0.0441,0.0169,0.902,0.167,0.245,131.988,523807
7Ayfc0f3bSL12U6xn1vkpc,trance,,0.493,0.95,2,-5.5,1,0.0336,0.00195,0.859,0.683,0.254,137.983,231304
495yGA8yPh6hV4OvBOIT65,trance,,0.55,0.937,5,-6.853,0,0.0581,0.00187,0.873,0.0446,0.318,138.031,417147
04hLIxEhSIwDGJXGPF7op2,trance,,0.791,0.528,2,-7.181,1,0.0495,0.0432,0.162,0.114,0.0396,127.996,395156
6je2DC5esPuMkTQGDNoose,trance,,0.786,0.912,7,-3.347,0,0.0971,0.0454,0.00571,0.0521,0.787,127.989,229727
1FiQ8H0FwBawvm3zot34fe,trance,,0.414,0.877,1,-12.459,1,0.0603,0.000129,0.86,0.159,0.0372,134.971,193760
4kx9FcQIpwLv66skEMr2T5,trance,,0.53,0.933,5,-6.318,0,0.0416,0.000137,0.024,0.0624,0.204,136.012,204147
4APyqfsgYPdMxj9lY4UUeQ,trance,,0.4,0.998,1,-6.419,0,0.0748,0.00236,0.797,0.291,0.368,140.006,260571
0goiBDRIcpFXxCVeM8Byis,trance,,0.418,0.962,4,-5.571,0,0.189,0.00142,0.0156,0.31,0.0517,137.954,259130
6Dx1If9bdJfIpIjG3XNQ3U,trance,,0.524,0.987,11,-5.932,0,0.121,0.000286,0.916,0.303,0.234,137.986,232000
3IMsGrRDTQqq7zsD8Kh5Ue,trance,,0.584,0.868,2,-5.6,1,0.0377,0.0133,0.0198,0.12,0.428,131.985,174667
3FzPjDLMKByvgQUGzbxEsd,trance,,0.795,0.323,10,-9.707,0,0.0803,0.128,0.00143,0.115,0.235,127.986,465215
4VegomACX5wUNePucV8uWi,trance,,0.439,0.995,0,-4.195,0,0.065,0.0013,0.027,0.125,0.186,139.984,281143
6Xac4ZajekT3EgjS8q7idS,trance,,0.472,0.987,1,-7.782,1,0.0546,4.58E-05,0.739,0.682,0.262,140.009,445714
75dtuLXf7uNtQNAGMDIM7k,trance,,0.486,0.912,0,-6.211,0,0.0388,0.000619,0.816,0.319,0.272,136.007,218541
5iJpNl9p3AkU2d6K1xmfIk,trance,,0.311,0.872,1,-11.206,0,0.059,0.000138,0.0319,0.317,0.0722,137.961,196426
2lti2R1HCuV3ipsJ9nn0mW,trance,,0.439,0.983,7,-4.145,1,0.0572,8.34E-05,0.772,0.0482,0.263,142.972,466930
7jP6jhkeAcB0BctvRbqYTv,trance,,0.399,0.911,2,-8.881,0,0.0609,5.12E-05,0.955,0.238,0.0376,140.01,287571
25mgdXRnDSNSHO1WYo5QED,trance,,0.501,0.982,6,-5.407,0,0.117,0.0088,0.0237,0.194,0.126,137.954,194782
0EgsryVMRjQYXuQQYhML6f,trance,,0.407,0.993,7,-6.097,0,0.046,0.000621,0.963,0.914,0.461,134.998,179315
2evYpo9WvNnOxa56EYyDfa,trance,,0.571,0.996,6,-3.695,0,0.2,0.000253,0.642,0.382,0.283,137.983,441739
6OEjkvjWsCyapdxfYgBARm,trance,,0.537,0.987,7,-5.37,1,0.0712,0.00134,0.0652,0.455,0.171,137.99,242391
6RahCNsxSuM4zE2JcTv1gQ,trance,,0.501,0.837,5,-8.651,1,0.074,0.0217,0.397,0.217,0.12,132.005,206000
30tOBpbOdxnFODBaAzEvlC,trance,,0.508,0.962,7,-6.823,1,0.0533,0.0229,0.638,0.304,0.547,135.018,412540
28fa98V4x5lN5f9EPIL9bF,trance,,0.751,0.737,8,-7.737,1,0.0824,0.17,0.299,0.194,0.471,125.013,223794
03xE5ick5ATe0oAiUj5ATw,trance,,0.527,0.989,1,-6.885,1,0.181,9.61E-05,0.238,0.233,0.268,137.989,450435
6XdIl9Ryxb0BVZygLeFPsW,trance,,0.183,0.968,1,-7.16,1,0.0521,0.00041,0.801,0.212,0.0954,137.997,264592
52mNHk4Ak8dPwCBopL6BQI,trance,,0.669,0.871,7,-6.844,0,0.0631,0.011,0.427,0.173,0.0397,126.45,288547
1MAMIUbKDPCGuSiZsAvKAc,trance,,0.563,0.902,2,-6.569,0,0.0686,0.00447,0.234,0.177,0.261,129.004,217983
1J6ynBpacYmTHZpSoZpWdP,trance,,0.404,0.85,0,-11.083,0,0.0376,9.52E-05,0.93,0.29,0.34,132.972,162468
1iggEk4VM1tNFMPs8bTphv,trance,,0.538,0.978,2,-5.174,0,0.0536,0.000735,0.927,0.158,0.284,128.024,171500
7qEyU9asti5gnvuKZ3O7Fc,trance,,0.321,0.843,7,-12.227,1,0.0854,0.00253,0.843,0.283,0.0387,136.019,187133
5VO6wMt2u3SLMYUS1HqZHn,trance,,0.534,0.982,10,-3.771,1,0.0742,0.0108,4.35E-05,0.377,0.109,137.983,209565
402RzpcDuGvdDHdLD3QF9t,trance,,0.338,0.999,9,-5.542,0,0.0651,3.23E-05,0.771,0.554,0.452,139.986,201250
02d8b7AqJVpuE8H7hFUZ5B,trance,,0.462,0.973,4,-8.338,0,0.144,4.76E-05,0.964,0.357,0.0378,126.027,209524
1eBEtBHGHMFfvK1m9MW48u,trance,,0.465,0.813,6,-7.404,0,0.061,0.00496,0.139,0.377,0.0391,132.033,428920
4yMvuIDVp2kJnmMccBkvIB,trance,,0.216,0.973,2,-4.613,1,0.0496,0.000355,0.908,0.171,0.677,138.023,230379
6kCAnyxIFFMJi1bSfpDEUo,trance,,0.661,0.586,6,-8.037,0,0.0351,0.00111,0.0826,0.0734,0.229,131.991,437893
63ieMLlJl16wugA29Rmpec,trance,,0.383,0.991,2,-7.345,1,0.0726,0.00263,0.929,0.719,0.314,139.953,227999
6SHqa8QN7POga0GbSY3rU8,trance,,0.574,0.981,9,-6.439,0,0.164,0.00539,0.848,0.0974,0.0365,137.984,195973
0CV8PqgDS5V2kkoFZLu07t,trance,,0.502,0.98,8,-4.498,1,0.0352,0.0114,0.968,0.0986,0.201,140.004,211714
7wk1SmeJUcqH3p5f7XJGqH,trance,,0.634,0.577,4,-7.557,0,0.0393,0.00145,0.000977,0.0635,0.276,129.989,392000
7lYtHKAiQEPAuC4QvktboL,trance,,0.479,0.937,9,-8.728,0,0.0463,0.00508,0.885,0.305,0.0606,137.984,230435
2nu0mroH29XLhAYHjBtjoU,trance,,0.615,0.781,5,-6.02,0,0.0526,0.000924,0.0673,0.245,0.0803,138.026,224951
1yKVfX7FXlbWmLih8KA1Qh,trance,,0.361,0.992,6,-5.198,1,0.0657,0.00215,0.946,0.173,0.209,140.01,219429
4LkaolUAtnbMVSdjKq1ayR,trance,,0.396,0.991,11,-9.219,0,0.0812,8.93E-06,0.938,0.0584,0.0735,138.038,271320
3z9FXcfgTox6OPZaaN9T7b,trance,,0.423,0.838,1,-8.59,0,0.0737,0.0206,0.279,0.66,0.0373,133.952,182687
6uwngZfh3bMP5C9mpcCd8T,trance,,0.524,0.971,6,-6.511,0,0.082,0.000498,0.889,0.527,0.37,140.002,468552
2Me7twoo0Mr3XzBTJstwmM,trance,,0.543,0.884,7,-6.352,1,0.0428,0.00252,0.0146,0.348,0.174,138.021,426001
0zopO78p27jWZHmL4HS8Xk,trance,,0.523,0.827,0,-7.027,1,0.031,0.0138,0.0229,0.086,0.257,134.07,148657
2pxmeFANbPzx0PnUGmC63l,trance,,0.414,0.833,6,-2.378,1,0.0678,0.00307,2.09E-05,0.248,0.0441,132.051,220034
2KCxCtepsAtO0sIprKggYX,trance,,0.524,0.97,6,-4.854,1,0.106,0.0123,0.0139,0.872,0.0776,137.941,206957
5xQwcl8SpLge96A9IUI2aF,trance,,0.568,0.851,6,-4.896,0,0.0627,0.101,0.0159,0.374,0.16,137.954,262609
0zlohhJGY0GgXSjSbGt9eb,trance,,0.525,0.911,11,-7.257,0,0.0458,0.000433,0.642,0.128,0.118,128.935,365040
6WWD7FKCMwQKpX1gSkrJXr,trance,,0.584,0.864,7,-4.678,0,0.0508,0.00813,0.239,0.0904,0.0723,132.013,209119
5IDQQNBdBIsEttFgeIHvIr,trance,,0.424,0.891,1,-10.788,1,0.0517,0.000501,0.859,0.426,0.0365,133.218,234422
24e4GTNriHV2iEZBaQ3c0O,trance,,0.574,0.901,5,-6.49,0,0.0278,0.000407,0.00079,0.117,0.483,134.987,276000
2e8hUTLJ23r3zwgeVfrkjf,trance,,0.561,0.565,0,-7.471,0,0.0516,0.00352,0.000159,0.168,0.0791,129.944,205087
537H08borMgsPoCK5bqsVB,trance,,0.53,0.996,4,-4.682,0,0.21,0.00802,0.097,0.235,0.106,138.017,410435
6LwT5KwZf4hwW0ptiGHLpB,trance,,0.649,0.707,1,-6.09,1,0.0313,0.000896,0.242,0.662,0.42,130.006,406154
4paDkNSIgcwp1viw5xL4tB,trance,,0.458,0.971,3,-5.6,1,0.0389,0.00114,0.0165,0.056,0.589,137.929,172283
4BuTHkobvhbG733ndo76ze,trance,,0.413,0.963,8,-5.122,0,0.0412,0.0018,0.207,0.155,0.0378,138.038,227826
11b2DV7UlQPc5yayY5oxoT,trance,,0.375,0.993,6,-8.359,0,0.082,1.78E-05,0.787,0.0842,0.268,138.051,97397
4Rc8hmz5u9Ituu7uNwk8o7,trance,,0.497,0.993,8,-4.934,0,0.0767,0.000366,0.901,0.774,0.274,139.988,463322
7cGOa5GPZZDZnlui8gl2Lc,trance,,0.572,0.951,6,-8.081,1,0.046,0.0139,0.825,0.127,0.737,135.015,653520
1VOALnEh1SejU2uC6O2hyu,trance,,0.41,0.984,7,-5.984,0,0.167,0.000243,0.791,0.281,0.0395,135.996,197017
0KpTUzAyHfuvSf1UdKbhAh,trance,,0.498,0.934,1,-7.021,1,0.123,0.000613,0.0582,0.237,0.0605,138.005,215652
3KSY7W9iuIApqgw90rk8A2,trance,,0.642,0.658,2,-6.766,0,0.0443,0.0272,0.431,0.166,0.139,128.986,359070
5eO68LZGWbYqPJYkgB8gVJ,trance,,0.696,0.614,6,-7.148,1,0.0377,0.000318,0.482,0.393,0.54,132.009,514611
49vIOICz298TW5KFew1laQ,trance,,0.488,0.822,1,-11.269,1,0.0751,0.00079,0.899,0.537,0.123,134.549,171506
5EedfZltmVfP1MpfsH5lgm,trance,,0.544,0.992,8,-5.772,0,0.0908,0.000743,0.416,0.0853,0.466,138.006,363063
41Q81jrajhNPhSx36qqhcA,trance,,0.541,0.981,7,-5.887,0,0.164,0.0557,0.927,0.167,0.19,136.037,180773
1m6l28U4G6kG4Vkp2YRZCB,trance,,0.304,0.947,6,-6.035,1,0.12,0.00296,0.931,0.109,0.0516,137.963,186000
3DdySH0Aplq37oRBubu4dq,trance,,0.559,0.809,5,-13.964,1,0.0413,0.00139,0.399,0.0825,0.0376,127.983,258750
0g7mYfGQ0S0nP2ANyxIBYW,trance,,0.446,0.948,6,-8.257,0,0.0417,0.000158,0.684,0.322,0.301,135.99,424000
1N4tULmChJ7mqF56lyqNWH,trance,,0.616,0.892,9,-8.253,0,0.0892,0.0159,0.816,0.137,0.233,130.377,309220
09fgNffDUIUYvxDjOI4CWV,trance,,0.564,0.705,0,-11.8,1,0.334,0.00529,0.462,0.177,0.0578,128.014,240000
7jr47IOO0KBxJB7CTp7FZc,trance,,0.622,0.809,2,-4.598,0,0.0484,0.00289,0.143,0.689,0.645,132.001,576000
5uusyeNRFBeEFd5ZSCnhgV,trance,,0.454,0.993,9,-5.318,0,0.0812,0.000346,0.655,0.282,0.116,139.993,470585
5hHneez2L0tajFS7WpLObQ,trance,,0.439,0.957,9,-6.399,0,0.0461,0.00958,0.849,0.0767,0.114,135.997,423160
0dpSs6fY1NlUgJi3vyey5X,trance,,0.486,0.949,6,-4.765,0,0.0464,0.00278,0.00344,0.905,0.112,137.99,216522
53Wi7RbYFsCyleIzRqy18C,trance,,0.408,0.984,7,-6.151,1,0.0841,0.00101,0.885,0.615,0.197,137.997,466558
2yPo53TCmEqbHlJYHAe8XG,trance,,0.424,0.892,1,-10.157,1,0.0394,0.00721,0.872,0.109,0.034,130.469,265373
1YGxcH2inIflgKwaNjAUCo,trance,,0.566,0.881,7,-5.84,0,0.0661,0.0316,0.000361,0.259,0.497,128.017,234375
6JzfmRG32tIsiFoos4HGPx,trance,,0.199,0.923,6,-7.461,1,0.105,0.0285,0.42,0.351,0.102,137.821,213913
5IF6pPIH3SJzQsI0wd02QD,trance,,0.477,0.786,2,-2.902,0,0.0504,0.0668,2.88E-06,0.4,0.385,130.018,210462
3ITPne5g82ZYVvEq97v2ej,trance,,0.479,0.94,10,-5.528,0,0.0461,0.044,0.953,0.0751,0.367,132.994,238760
3WqKgyt1mCkKSV5j0WuJS1,trance,,0.392,0.634,11,-8.979,0,0.0523,0.0153,0.00296,0.684,0.14,130.671,239021
2gpFDYiJcJ2nNA2ibI05ie,trance,,0.687,0.841,0,-7.798,1,0.0331,0.0265,0.31,0.134,0.229,126.837,379278
0AAupDh17OHSkJQLgxSGmw,trance,,0.41,0.996,9,-7.227,0,0.0805,0.00038,0.213,0.588,0.0571,138.003,206999
1JC6OhyvoBSGJVnq4OQkIR,trance,,0.517,0.74,10,-11.419,0,0.0417,0.0456,0.896,0.192,0.16,127.991,180014
5XYKwfC5SsVoS121hD2B4f,trance,,0.563,0.869,11,-6.982,0,0.0679,0.0337,0.25,0.052,0.0514,128.025,315000
0xSJ4rLTzdMmj6lGGTuTPp,trance,,0.532,0.789,1,-5.591,0,0.0577,0.243,0.000298,0.746,0.179,133.984,215317
7sSHfFtSKacdMmblwqZBpZ,trance,,0.495,0.981,7,-3.841,1,0.0644,0.00192,0.604,0.646,0.195,137.985,440299
47jN2I9sVy5IUrqWqrPoA3,trance,,0.491,0.997,1,-5.419,1,0.109,0.000567,0.731,0.28,0.0746,139.998,477000
5XHkR8oGYAxog851I1EZnt,trance,,0.544,0.934,2,-9.798,0,0.0455,0.00422,0.649,0.204,0.136,130.002,215587
27UE3dj7KxUWaiTliox9yO,trance,,0.514,0.933,1,-7.498,0,0.0505,0.00386,0.24,0.346,0.0445,137.98,480660
1q4R8qOOAmUtDPst6Om03o,trance,,0.493,0.939,4,-7.363,0,0.0347,0.0031,0.892,0.276,0.0689,129.994,305493
3GtTjLy7iV0pqGZwbh1Ysc,trance,,0.7,0.792,10,-3.706,0,0.124,0.0816,0.00028,0.576,0.292,125.037,294853
1zi33yglO5B4o31BlZ2hsu,trance,,0.44,0.98,11,-5.111,1,0.116,0.00246,0.596,0.761,0.382,138.008,240000
1YXJ8Wkfao2TTSrTTUtjTs,trance,,0.65,0.802,9,-6.801,0,0.0496,0.0135,0.000637,0.256,0.765,131.994,221250
5NEVCDtO98yvTbfdPiflnr,trance,,0.641,0.753,7,-8.06,1,0.0421,3.94E-05,0.843,0.145,0.212,130.697,279066
6fsTGWzSPUQdEWNkRRBdoj,trance,,0.542,0.862,6,-8.343,1,0.0488,0.000113,0.41,0.0941,0.124,137.979,424348
2bpQuM7bTvTHkWIeeLuZBc,trance,,0.576,0.773,5,-5.546,0,0.0845,0.00124,0.233,0.457,0.151,128.003,250313
730CLv1lnjbcudBfRUCI45,trance,,0.455,0.954,2,-8.469,1,0.0607,0.000131,0.0162,0.537,0.0356,137.979,295610
2i3lvDc6MOo7nXjgg1UGb6,trance,,0.646,0.762,9,-4.162,1,0.0315,0.00195,3.37E-06,0.447,0.273,126.05,180952
2EvvHijMUXcAQnPVya5uTH,trance,,0.544,0.905,10,-6.896,0,0.0435,0.000628,0.853,0.12,0.304,132.005,203640
3OqldjaIhqIWfTuJcS7cX1,trance,,0.588,0.882,1,-10.781,0,0.0464,9.76E-05,0.655,0.333,0.558,134.019,478413
5rNbNWDzVTxoP6p0ET1Xyk,trance,,0.669,0.902,7,-9.067,0,0.0476,0.000254,0.699,0.117,0.0477,130.013,212675
0w3ptImYvrRMxQSZ3nNYdz,trance,,0.688,0.79,4,-6.922,0,0.0845,4.23E-05,0.00391,0.123,0.339,128.153,269467
4BBwIFMheBRBA0KO3iAfhh,trance,,0.583,0.952,5,-6.113,0,0.0568,0.00141,0.00204,0.324,0.119,138.003,172174
1B88DgJhHNlZStHBlarcko,trance,,0.502,0.998,7,-4.863,1,0.183,0.073,0.101,0.0592,0.163,137.967,396521
2onJLcbnb6GO9PgwMhAdCH,trance,,0.435,0.936,2,-5.26,0,0.0331,0.0011,0.906,0.228,0.243,127.998,198281
1gmFIMpbvUGiq2n1MiWfZQ,trance,,0.461,0.991,0,-7.066,1,0.0475,0.0031,0.895,0.975,0.188,139.989,206423
4C7wU4fqGyYsD0StXoPwie,trance,,0.451,0.959,9,-6.51,0,0.053,0.000285,0.365,0.0671,0.219,138.024,249198
3mnRb7zMa365CYEpYOwYCz,trance,,0.536,0.916,8,-5.572,0,0.0452,0.00174,0.858,0.331,0.196,135.017,187667
2WUPPpOuoAIhmKu6YX053q,trance,,0.41,0.991,4,-5.143,0,0.236,0.136,0.00317,0.254,0.174,138.154,208696
7m9nPvhNW5cZ1jf6yADtam,trance,,0.571,0.819,9,-4.666,0,0.068,0.000495,0.0137,0.373,0.42,136,510014
6eAOO4Y4Qrc9xAPufl4r9a,trance,,0.268,0.981,11,-5.282,0,0.0651,0.0269,0.743,0.405,0.0397,136.004,221843
0agidiSPhSYOYxcmWHTXt9,trance,,0.726,0.49,6,-10.07,0,0.054,0.000248,0.83,0.0909,0.514,125.017,412801
1JxlgpXjQBgBOceb6Ci0xv,trance,,0.6,0.942,1,-3.836,1,0.0576,0.000894,0.000492,0.0636,0.302,128.01,307500
3rmYlaRBClresz812jn2Rt,trance,,0.452,0.919,4,-9.828,1,0.0368,0.181,0.72,0.253,0.267,125.979,243810
25Zpz0UPRYPyxuj88AKl3p,trance,,0.445,0.89,2,-4.325,1,0.0777,0.0056,0.000157,0.117,0.116,132.001,232727
4MrKJaOoxlzPJ4uOdpMCkm,trance,,0.494,0.987,2,-5.336,1,0.0575,0.0024,0.233,0.427,0.413,134.007,488919
78C6TS7W56HoJzOtRcbHKq,trance,,0.565,0.728,4,-12.856,0,0.049,0.0029,0.457,0.106,0.336,134.023,240000
4GaIb9INOwQf4HTjVT14ZH,trance,,0.437,1,8,-6.634,0,0.0798,0.0101,0.928,0.11,0.0555,138.008,433271
2uAxewaQILXWfMwOvbASYi,trance,,0.486,0.921,11,-4.433,0,0.0481,0.0756,0.00027,0.103,0.215,131.984,245455
0Xtbe6FVlmMuGTaU5uCZer,trance,,0.433,0.961,1,-8.995,1,0.0558,0.000148,0.899,0.375,0.0574,137.992,194783
0j9CJoI9t2eKl420kTOMCz,trance,,0.545,0.989,8,-6.447,0,0.0964,4.90E-05,0.4,0.294,0.143,137.99,372375
1rCMCuSIahODOczsNrAsrF,trance,,0.516,0.975,5,-4.806,0,0.0874,0.000121,0.198,0.0526,0.122,138.02,389674
147T8pluNIXnyN0eOpODsa,trance,,0.602,0.965,9,-6.807,0,0.093,0.000337,0.527,0.232,0.216,139.981,422571
7hbbjEiAzGDREcG5H3xuj2,trance,,0.624,0.816,11,-6.415,0,0.0315,0.000342,0.927,0.107,0.343,125.977,371798
4HOzV6j3qszjO6FtcHgYny,trance,,0.259,0.586,7,-11.799,1,0.0425,0.00138,0.129,0.325,0.0546,131.769,218219
1ZTSxsKXpDAxXJvqxuvqBc,trance,,0.57,0.88,2,-8.05,0,0.0384,0.00815,0.788,0.31,0.258,125.416,352173
1DFgEywD1RGDSt1VwqppwS,trance,,0.582,0.686,2,-8.439,0,0.041,0.0389,0.000689,0.104,0.252,129.936,317440
0q45L8xAD0BEqkBrWGdR3j,trance,,0.48,0.979,6,-7.24,1,0.0497,0.000139,0.432,0.176,0.162,138.021,367250
0xfVYFv257uI9uuYKOF856,trance,,0.547,0.997,9,-6.009,1,0.0526,9.85E-05,0.489,0.521,0.276,140.006,428645
5buL7W5vcT6lUWMfpR1pl3,trance,,0.536,0.487,3,-9.389,1,0.0469,0.748,0.000349,0.423,0.0953,126.982,262427
19O8SgBV3cqIRQeBX8QlxW,trance,,0.618,0.817,11,-4.365,0,0.0303,0.00941,0.167,0.307,0.356,128.001,252912
05FVAtK5zrVi8tE9Yx2f4J,trance,,0.45,0.997,8,-5.179,1,0.0848,0.000103,0.873,0.494,0.436,139.996,432000
5lLpIhfhPGiU45tA5dYyH5,trance,,0.657,0.866,7,-15.268,0,0.058,0.00108,0.871,0.729,0.666,134.988,630354
7pwqDGv3EHpfITZNU5vdjA,trance,,0.499,0.965,5,-5.809,0,0.114,0.00278,0.356,0.404,0.0713,137.975,238261
